Date,Vicki time,NWS time,Conditions,RH,NWS temp,PW ABQ_12Z,PW ABQ_00Z,PW EPZ_12Z,PW EPZ_00Z,1610 TE (S_no),FLIRi3 (Sky),AMES 1 (Sky),AMES 2 (Sky),1610 TE (G_no),FLIRi3 (Ground),AMES 1 (Ground),AMES 2 (Ground),comments
12/25/2019,12:29,12:35,clear sky,60.0,8.78,10.94,7.3,11.53,11.12,NaN,NaN,-30.9,-31.2,14.4,13.6,15,14.3,
12/26/2019,13:46,13:55,clear sky,46.0,10.28,6.18,7.13,10.42,8.93,NaN,NaN,-33.5,-31.7,16.8,14.6,15,15.9,
12/27/2019,12:26,12:35,overcast,65.0,8.0,9.32,8.23,8.04,12.41,-5.4,-7.4,-5.5,-3.9,6.9,5.2,4.6,5.7,
12/28/2019,12:52,12:55,overcast,47.0,4.72,7.18,6.44,8.47,6.81,-14.2,-17.2,-10.1,-9.2,7.8,5.5,5.9,6.5,
12/29/2019,16:17,16:15,clear sky,29.0,2.0,4.91,2.73,4.46,4.9,NaN,NaN,NaN,-48.8,1.4,1.5,0,0.8,
12/30/2019,15:50,15:55,clear sky,29.0,3.28,5.47,6.36,6.7,6.88,NaN,NaN,-41.8,-39.6,2.4,3.3,1.8,2.7,
12/31/2019,14:26,14:35,clear sky,29.0,5.89,6.57,7.25,6.92,6.88,NaN,NaN,-41.1,-39.4,9.7,8.6,10,10.7,
1/1/2020,16:30,16:35,clear sky,32.0,7.89,4.23,8.11,7.75,6.4,NaN,NaN,-35.3,-33.7,4.6,5.1,4.7,5.5,
1/2/2020,15:17,15:15,clear sky,47.0,5.28,8.76,7.84,11.66,10.77,NaN,-30.6,-27.7,-25.9,7.8,6.8,5.2,6.1,
1/3/2020,16:27,16:35,clear sky,32.0,7.0,4.16,5.4,7.02,4.38,NaN,NaN,-41.5,-38.2,4.4,3.6,2.1,4.2,
1/4/2020,12:41,12:35,clear sky,36.0,7.28,6.75,4.81,6.18,5.82,NaN,NaN,-35.6,-32.3,13.4,12.3,14.1,14.2,
1/5/2020,11:36,11:35,clear sky,35.0,8.5,4.04,4.68,4.5,4.82,NaN,NaN,-39,-37.9,12.8,11.3,12.2,12.5,
1/6/2020,12:28,12:35,clear sky,16.0,9.78,4.54,2.05,5.47,2.16,NaN,NaN,-49.6,NaN,13.9,9.7,12.6,9.3,
1/7/2020,15:33,15:35,clear sky,14.0,10.5,3.5,3.83,2.04,2.27,NaN,NaN,-42.3,-40.3,10.8,11.2,10.9,11.6,
1/8/2020,11:07,11:15,clear sky,32.0,3.61,4.04,3.62,4.53,5.58,NaN,NaN,-45.6,-45.3,8.4,7.5,8,8.2,
1/9/2020,13:23,13:15,overcast,29.0,7.72,3.55,6.89,4.81,6.0,-11.3,-12,-6.6,-6.8,7.8,6.5,6.5,7.1,
1/10/2020,11:45,11:55,clear sky,45.0,5.61,8.61,3.64,9.72,5.52,NaN,NaN,-48.6,-49,11.7,11,6.6,6.3,measurements taken by Chris Baca and Brandon Phelps during AMS100
1/11/2020,10:30,10:35,clear sky,39.0,0.72,3.31,3.85,3.66,4.76,NaN,NaN,-48.6,-48.8,5.9,5.8,6.2,4.9,measurements taken by Chris Baca and Brandon Phelps during AMS100
1/12/2020,11:48,11:55,clear sky,27.0,7.89,5.62,4.56,4.18,2.88,NaN,NaN,-41.8,-42.2,16.8,14.4,15.4,14.6,measurements taken by Chris Baca and Brandon Phelps during AMS100
1/13/2020,10:03,09:55,clear sky,31.0,6.78,5.08,3.98,3.42,4.03,NaN,NaN,-41.3,-37.3,7.8,6.2,6.7,8.8,measurements taken by Chris Baca and Brandon Phelps during AMS100
1/14/2020,12:27,12:35,clear sky,21.0,11.0,3.12,4.37,4.03,5.98,NaN,NaN,-39.3,-37.2,18.7,16.2,19.5,19.3,measurements taken by Chris Baca and Brandon Phelps during AMS100
1/15/2020,10:00,09:55,overcast,30.0,6.0,3.31,3.28,9.25,12.6,NaN,-27.1,-29.9,-28.9,6.7,6.1,6.2,4,measurements taken by Chris Baca and Brandon Phelps during AMS100
1/16/2020,13:00,12:55,overcast,88.0,2.5,8.73,15.27,17.67,21.56,0,-2.7,-3.5,-2.2,4.7,6,3,3.7,measurements taken by Chris Baca and Brandon Phelps during AMS100
1/17/2020,11:42,11:35,overcast,72.0,8.72,11.51,7.19,14.12,7.39,1.8,NaN,0.5,3.4,9.4,8.4,9,9.3,measurements taken by Chris Baca and Brandon Phelps during AMS100
1/18/2020,11:00,10:55,clear sky,31.0,4.72,3.57,3.41,5.21,7.45,NaN,NaN,-43.4,-42,9,8.9,9.1,10.1,
1/19/2020,10:34,10:35,clear sky,38.0,4.61,7.21,7.56,7.87,10.95,NaN,NaN,-43.6,-43.2,6.4,6.8,5.5,5.4,
1/20/2020,15:25,15:35,overcast,35.0,10.5,7.16,9.75,12.06,14.41,NaN,-30.9,-17,-17.8,13,12.6,11.4,12.8,
1/21/2020,15:10,15:15,overcast,89.0,5.11,13.57,13.58,16.96,16.25,-1.5,0.2,-1.3,-0.3,7.8,5.8,5.5,5.3,
1/22/2020,13:06,13:15,clear sky,35.0,12.0,10.4,6.03,14.26,9.35,NaN,NaN,-34.3,-31.1,18.2,17.9,18.3,20.2,
1/23/2020,14:26,14:35,clear sky,32.0,12.28,6.68,7.36,6.17,6.5,NaN,NaN,-30.2,-27.4,17.8,17.3,18.7,17.8,
1/24/2020,12:30,12:35,clear sky,43.0,9.89,7.28,7.17,8.03,7.07,NaN,NaN,-32.8,-31.7,17.8,17.2,18.5,18.1,
1/25/2020,16:52,16:55,clear sky,30.0,13.22,7.82,5.8,9.92,7.06,NaN,NaN,-32.4,-30.3,9.7,10.1,9.8,10.2,
1/26/2020,14:17,14:15,clear sky,30.0,13.72,5.34,6.61,7.28,6.39,NaN,NaN,-30.2,-28.7,19.1,18.9,20.2,20.5,
1/27/2020,12:43,12:35,overcast,48.0,10.28,8.83,9.75,11.28,8.43,-6,-5.9,-1.9,-0.5,11.4,11.2,10.8,11.5,
1/28/2020,11:32,11:35,clear sky,29.0,8.0,5.08,3.51,3.5,2.67,NaN,NaN,-31.3,-32,15.2,15.5,16.7,17.1,
1/29/2020,12:34,12:35,clear sky,30.0,7.22,4.92,5.57,3.52,6.55,NaN,NaN,-30.5,-31.4,14.8,14,15.2,15.5,
1/30/2020,13:12,13:15,clear sky,31.0,11.0,6.1,4.94,9.02,5.77,NaN,NaN,-38.6,-36.4,18.3,18.1,18.9,20.3,
1/31/2020,13:37,13:35,clear sky,20.0,10.39,5.97,4.95,6.28,3.5,NaN,NaN,-42.4,-41.8,17.8,18.1,18.5,17.6,
2/1/2020,11:29,11:35,clear sky,23.0,10.22,5.48,5.51,5.31,4.64,NaN,NaN,-37.3,-36.5,14.8,15.3,15.4,15.8,
2/2/2020,10:24,10:15,clear sky,49.0,3.72,5.34,6.18,5.59,5.01,NaN,NaN,-37.7,-37.3,6.9,6.8,8.1,8.2,
2/3/2020,12:42,12:35,clear sky,23.0,16.28,4.3,6.29,7.75,11.83,NaN,NaN,-29.4,-27.4,19.1,18.6,19.9,20.5,
2/4/2020,16:13,16:15,overcast,65.0,0.28,7.83,4.88,13.35,10.58,-9.6,-9.5,-8.5,-7.8,8,7.1,6.8,7.2,snowing
2/5/2020,12:22,12:15,clear sky,35.0,0.0,2.29,2.39,8.17,5.86,NaN,NaN,NaN,NaN,11.9,13.2,12.9,12.8,
2/6/2020,14:06,14:15,clear sky,23.0,12.61,4.61,7.74,3.82,7.33,NaN,NaN,-29,-32.3,18.7,18.3,18.7,19.3,
2/7/2020,15:22,15:15,clear sky,14.0,19.89,8.35,6.58,7.94,7.35,NaN,NaN,-26.4,-24.4,22,21.7,22.2,22.6,
2/8/2020,10:31,10:35,clear sky,31.0,10.78,6.76,4.69,6.62,5.17,NaN,NaN,-34.1,-34.4,15.4,17,19.1,18.5,
2/9/2020,12:22,12:15,clear sky,24.0,12.72,4.29,5.95,7.33,9.71,NaN,NaN,-33.7,-33.8,18.3,16.9,18.4,17.6,
2/10/2020,12:13,12:15,overcast,71.0,8.61,12.63,11.89,17.28,16.37,3.9,1.6,3.8,4.1,16.2,14.3,14.2,14.3,sprinkling
2/11/2020,13:07,13:15,overcast,91.0,-2.11,10.61,8.11,14.47,13.81,-7.1,-8.5,-9.4,-8.1,2.4,1.9,-0.2,0.1,snowing
2/12/2020,13:51,13:55,clear sky,69.0,4.61,7.19,4.24,8.71,7.22,NaN,NaN,-39.9,-38.5,17,15.4,16.5,16.6,
2/13/2020,10:15,10:15,clear sky,75.0,2.78,4.69,5.79,7.6,7.07,NaN,NaN,-41.5,-41.9,9.4,8.1,9,8.6,
2/14/2020,13:04,12:55,clear sky,44.0,11.78,5.96,6.05,8.36,5.94,NaN,NaN,-36,-39,20.4,19.8,20.2,17.3,
2/15/2020,9:02,08:55,clear sky,56.0,6.5,5.92,6.51,8.65,7.36,NaN,NaN,-31.3,-31.8,10.1,9.3,10,9.5,
2/16/2020,12:33,12:35,clear sky,21.0,15.61,6.79,8.81,5.65,5.79,NaN,NaN,-25.4,-24.8,24.5,23.5,25.9,26.1,
2/17/2020,12:16,12:15,clear sky,23.0,17.5,8.38,9.84,7.01,8.57,NaN,NaN,-26,-24.6,25.9,25.5,27.4,27.2,
2/18/2020,15:54,15:55,clear sky,25.0,16.22,8.14,8.98,8.38,9.19,NaN,NaN,-27.7,-26.3,25.5,25.8,26.1,26.4,
2/19/2020,12:05,12:15,overcast,48.0,10.5,10.16,8.98,10.68,11.73,-17.6,-20.2,-10.1,-9.9,16.8,14.2,15.1,15,
2/20/2020,15:55,15:55,clear sky,36.0,10.0,7.31,5.21,10.59,10.78,NaN,NaN,-35.2,-33.4,22,21.3,21.7,22,
2/21/2020,12:17,12:15,overcast,50.0,8.11,9.6,11.45,17.99,20.15,NaN,-24.5,-10.4,-10.2,17.4,17.1,18.1,18.3,
2/22/2020,13:33,13:35,overcast,80.0,8.78,14.79,17.88,19.54,21.23,1.5,-0.8,1.7,2.4,16.2,13.6,14.1,14.6,
2/23/2020,12:59,12:55,overcast,26.0,13.22,8.18,8.0,18.29,7.18,-6,-9.6,-12.5,-11.6,22.7,22.2,23.7,24.6,
2/24/2020,11:57,11:55,clear sky,28.0,13.61,5.88,4.73,6.68,4.88,NaN,NaN,-33.6,-31.2,24,23.6,25.3,25.7,
2/25/2020,11:19,11:15,clear sky,14.0,6.0,2.4,1.85,5.37,2.54,NaN,NaN,NaN,NaN,16.2,15,15.3,15.8,
2/26/2020,10:01,09:55,clear sky,38.0,0.11,2.87,2.08,2.79,2.19,NaN,NaN,-48.9,-48.6,10.2,9.4,10.7,10.9,
2/27/2020,14:25,14:35,clear sky,14.0,15.0,3.97,2.87,3.22,3.26,NaN,NaN,-39.8,-36.4,24.5,24.9,25.5,25.8,
2/28/2020,10:53,10:55,overcast,18.0,12.0,3.29,2.2,3.35,4.65,NaN,-37.8,-25.8,-25.1,21.5,21.2,22.4,22.2,
2/29/2020,17:35,17:35,clear sky,11.0,18.72,4.7,3.98,7.37,8.32,NaN,NaN,-31.9,-29.9,17,16.2,16.3,16.9,
3/1/2020,10:58,10:55,overcast,24.0,14.22,7.73,8.54,8.67,9.11,NaN,NaN,-28.6,-29.2,24.5,24,25.5,23.5,
3/2/2020,9:05,09:15,clear sky,41.0,9.11,6.05,6.1,9.43,8.86,NaN,NaN,-36.2,-34.8,12.8,12.5,12.7,13.2,
3/3/2020,13:03,12:55,clear sky,16.0,15.28,3.82,5.66,12.84,14.49,NaN,NaN,-30.2,-26.6,25.9,25.6,26.7,27,
3/4/2020,12:30,12:35,clear sky,16.0,15.89,4.37,3.42,15.02,9.39,NaN,NaN,-30.3,-28.8,29.5,29.4,30.9,31.1,
3/5/2020,10:56,10:55,clear sky,40.0,13.0,5.93,6.05,6.68,5.36,NaN,NaN,-33.9,-30.5,23.5,25.4,24.1,24.6,
3/6/2020,11:52,11:55,clear sky,22.0,16.89,6.98,4.84,7.12,8.71,NaN,NaN,-27.4,-24.3,28.5,28.3,29.8,30.4,
3/7/2020,11:13,11:15,clear sky,27.0,17.5,8.93,10.37,13.48,15.12,NaN,NaN,-33.7,-30.1,23.4,25.2,24,24.2,
3/8/2020,12:16,12:15,overcast,60.0,12.61,13.44,13.32,21.18,23.82,1,-1.6,2.3,3.5,15.7,12.9,13.2,13.7,sprinkling
3/9/2020,12:20,12:15,clear sky,50.0,12.72,8.15,5.38,10.85,10.23,NaN,NaN,-26.5,-26.4,25.5,24.4,26.3,26.7,
3/10/2020,14:50,14:55,overcast,29.0,20.61,9.21,10.9,15.35,17.14,NaN,NaN,-15.2,-15.7,32.3,32.2,34,34.2,
3/11/2020,14:02,13:55,overcast,49.0,17.72,16.26,16.77,22.88,21.65,1.5,3.7,9.4,9.9,28,27.7,29.5,30,
3/12/2020,14:38,14:35,overcast,42.0,18.22,16.13,14.14,25.44,24.39,5,-0.5,7.7,8.2,23,22.8,22.7,22.9,
3/13/2020,12:52,12:55,clear sky,47.0,17.28,19.0,10.55,22.2,16.49,NaN,NaN,-19.9,-20,24.5,24,25.6,25.6,
3/14/2020,16:58,16:55,clear sky,22.0,18.39,7.65,7.62,9.46,10.29,NaN,NaN,-28.5,-27.9,27.6,27.9,28.4,28.7,
3/15/2020,13:57,13:55,overcast,34.0,18.22,6.77,10.35,9.7,12.96,-6.2,-8.2,0.8,0.1,24.5,23.9,24.5,24.9,
3/16/2020,15:48,15:55,clear sky,9.0,22.0,5.56,5.13,6.69,6.45,NaN,NaN,-28.4,-27.1,31.9,32.5,33.7,33.8,
3/17/2020,12:00,11:55,overcast,24.0,17.28,4.81,7.93,13.87,15.49,NaN,NaN,-13.6,-14.7,23.5,23.4,24.5,23.9,
3/18/2020,16:46,16:55,overcast,64.0,11.0,8.71,12.28,13.67,20.57,NaN,-38.6,-7.3,-9.2,17.4,16.7,16.4,16.5,
3/19/2020,14:58,14:55,clear sky,25.0,13.22,7.2,0.0,4.35,7.42,NaN,NaN,-33.8,-30.9,28.9,28.8,30.5,30.8,
3/20/2020,16:16,16:15,overcast,25.0,15.89,6.74,10.34,9.29,10.13,-18.7,-13.6,-9.7,-8.4,23,22.5,22.4,23.1,
3/21/2020,13:53,13:55,clear sky,29.0,17.78,10.79,9.02,10.66,6.94,NaN,NaN,-23,-19.5,39.3,39.1,41,41.4,due to Corona virus quarantine measurement site moved to Vickis driveway
3/22/2020,10:32,10:35,clear sky,28.0,13.5,4.31,5.79,4.57,6.27,NaN,NaN,-24.9,-22.1,38.5,37.8,40.2,40.8,due to Corona virus quarantine measurement site moved to Vickis driveway
3/23/2020,16:13,16:15,clear sky,8.0,24.28,9.13,3.89,9.67,6.97,NaN,NaN,-29.2,-24.5,42.2,42.6,44.1,45.5,due to Corona virus quarantine measurement site moved to Vickis driveway
3/24/2020,15:11,15:15,clear sky,18.0,19.72,6.59,4.81,5.97,5.86,NaN,NaN,-23.1,-18,42.3,41.5,46.1,49.3,due to Corona virus quarantine measurement site moved to Vickis driveway
3/25/2020,10:48,10:55,clear sky,23.0,15.78,6.29,10.9,7.09,10.88,NaN,NaN,-27.6,-27.3,29,29.1,30.7,31,due to Corona virus quarantine measurement site moved to Vickis driveway
3/26/2020,15:28,15:35,overcast,18.0,23.39,14.73,13.63,10.59,15.78,-0.7,-2.7,-5.3,-5.1,31.4,30.5,31.4,31.6,due to Corona virus quarantine measurement site moved to Vickis driveway
3/27/2020,15:24,15:15,clear sky,11.0,19.22,11.64,5.36,17.92,3.12,NaN,NaN,-32.7,-30.1,38.5,39,38.9,40,due to Corona virus quarantine measurement site moved to Vickis driveway
3/28/2020,15:08,15:15,clear sky,12.0,14.78,4.59,3.31,2.62,3.84,NaN,NaN,-35.3,-31.8,41,40.7,42.9,42.8,due to Corona virus quarantine measurement site moved to Vickis driveway
3/29/2020,16:07,16:15,overcast,12.0,18.39,6.15,5.5,5.49,4.47,NaN,NaN,-22.3,-20.9,35.2,35.1,36.9,36.7,due to Corona virus quarantine measurement site moved to Vickis driveway
3/30/2020,11:48,11:55,overcast,18.0,16.11,5.95,4.66,5.73,5.65,NaN,NaN,-5,-23.7,29.5,29.3,32.8,28.3,due to Corona virus quarantine measurement site moved to Vickis driveway
3/31/2020,19:10,19:15,overcast,14.0,19.22,4.93,5.59,4.98,6.43,NaN,-23.7,-13.5,-12.6,25.9,26.8,25.5,26.3,due to Corona virus quarantine measurement site moved to Vickis driveway
4/1/2020,15:32,15:35,overcast,12.0,23.72,8.28,7.73,10.96,11.81,-6.6,-8.5,1,2.5,31.9,32.6,32.2,32.4,due to Corona virus quarantine measurement site moved to Vickis driveway
4/2/2020,15:49,15:55,clear sky,8.0,25.5,6.55,6.27,10.99,7.9,NaN,NaN,-28.6,-22.6,43.3,44.7,45,47.1,due to Corona virus quarantine measurement site moved to Vickis driveway
4/3/2020,16:30,16:35,overcast,12.0,23.22,6.26,6.88,7.5,7.65,-9.4,-17.4,-4.4,1.2,38.4,38.3,37.4,38.2,due to Corona virus quarantine measurement site moved to Vickis driveway
4/4/2020,11:06,11:15,clear sky,30.0,15.0,9.01,7.8,8.06,7.15,NaN,NaN,-29.8,-24.8,32.7,33.2,33.3,36.1,due to Corona virus quarantine measurement site moved to Vickis driveway
4/5/2020,16:40,16:35,clear sky,11.0,23.5,4.91,6.31,8.83,8.44,NaN,NaN,-25,-21.1,42.6,42.9,43.5,45.5,due to Corona virus quarantine measurement site moved to Vickis driveway
4/6/2020,10:52,10:55,overcast,22.0,18.28,7.0,4.2,17.03,10.68,NaN,NaN,-22.4,-18.9,31.1,32,34.7,35.3,due to Corona virus quarantine measurement site moved to Vickis driveway
4/7/2020,10:51,10:55,clear sky,15.0,18.72,4.59,6.59,11.18,14.41,NaN,NaN,-25.5,-25,32.3,32.4,34.5,34.3,due to Corona virus quarantine measurement site moved to Vickis driveway
4/8/2020,15:46,15:55,clear sky,14.0,24.22,6.23,5.1,14.17,10.06,NaN,NaN,-22.2,-19,45.5,44.8,46.4,45.8,due to Corona virus quarantine measurement site moved to Vickis driveway
4/9/2020,10:15,10:15,clear sky,30.0,19.61,7.4,8.31,17.95,8.97,NaN,NaN,-15.4,-19.4,32.3,32,35.1,33.5,due to Corona virus quarantine measurement site moved to Vickis driveway
4/10/2020,11:23,11:15,clear sky,19.0,17.28,4.41,4.98,10.04,10.15,NaN,NaN,-24.9,-28.4,36,38.6,38.9,38,due to Corona virus quarantine measurement site moved to Vickis driveway
4/11/2020,16:49,16:55,clear sky,11.0,21.22,4.3,4.95,4.42,6.38,NaN,NaN,-29.7,-24.2,37.7,38.4,38.2,39.8,due to Corona virus quarantine measurement site moved to Vickis driveway
4/12/2020,16:02,15:55,overcast,17.0,20.72,7.03,10.58,8.94,10.7,-6,-11.1,-1.5,-5.5,35.1,35.5,36.3,35.7,due to Corona virus quarantine measurement site moved to Vickis driveway
4/13/2020,15:53,15:55,overcast,86.0,5.78,11.93,10.71,11.79,7.94,0,-2.3,0.3,-0.6,18.3,17.3,17.5,16.6,due to Corona virus quarantine measurement site moved to Vickis driveway
4/14/2020,16:45,16:55,clear sky,10.0,16.0,2.72,1.98,11.63,7.05,NaN,NaN,-37.4,-32.1,35.6,36.8,38.4,38.9,due to Corona virus quarantine measurement site moved to Vickis driveway
4/15/2020,10:48,10:55,clear sky,17.0,11.61,1.84,4.92,11.51,5.39,NaN,NaN,-38,-32.7,25.9,25.1,27.2,28.5,due to Corona virus quarantine measurement site moved to Vickis driveway
4/16/2020,16:47,16:55,clear sky,9.0,25.72,5.86,4.89,5.67,5.78,NaN,NaN,-18.5,-22,41.9,42.7,46.7,43.5,due to Corona virus quarantine measurement site moved to Vickis driveway
4/17/2020,15:47,15:55,clear sky,9.0,23.78,5.78,6.64,6.57,8.0,NaN,NaN,-24.9,-21.3,46.5,47.4,49,48.8,due to Corona virus quarantine measurement site moved to Vickis driveway
4/18/2020,11:38,11:35,clear sky,12.0,21.11,6.3,5.84,8.37,8.93,NaN,NaN,-24.4,-20.4,35.6,34.7,37.5,38.4,due to Corona virus quarantine measurement site moved to Vickis driveway
4/19/2020,11:23,11:15,clear sky,24.0,18.78,8.0,8.22,7.86,5.63,NaN,NaN,-24.6,-21.3,35.1,35.4,37,38.4,due to Corona virus quarantine measurement site moved to Vickis driveway
4/20/2020,15:18,15:15,clear sky,11.0,23.78,10.01,8.24,9.27,10.14,NaN,NaN,-19.4,-18.6,49.3,49.1,52.1,51.5,due to Corona virus quarantine measurement site moved to Vickis driveway
4/21/2020,14:04,13:55,clear sky,13.0,24.0,8.98,8.19,8.03,7.29,NaN,NaN,-20,-19.5,46.1,48,50.8,48.4,due to Corona virus quarantine measurement site moved to Vickis driveway
4/22/2020,17:41,17:35,clear sky,11.0,24.11,10.17,6.2,5.66,11.06,NaN,NaN,-23.4,-21.2,39.3,39,40.5,40,due to Corona virus quarantine measurement site moved to Vickis driveway
4/23/2020,15:24,15:15,overcast,11.0,27.11,5.46,8.22,8.45,9.2,-7.3,-18.4,8.7,9.2,45.5,45.7,48.5,49.7,due to Corona virus quarantine measurement site moved to Vickis driveway
4/24/2020,16:52,16:55,clear sky,8.0,28.72,7.66,5.6,10.03,8.88,NaN,NaN,-16.1,-16.3,49.4,48.2,52.6,50.6,due to Corona virus quarantine measurement site moved to Vickis driveway
4/25/2020,16:02,15:55,clear sky,11.0,26.0,7.51,4.93,9.14,9.13,NaN,NaN,-20.3,-13,50,50,50.8,54.2,due to Corona virus quarantine measurement site moved to Vickis driveway
4/26/2020,15:03,15:10,clear sky,10.0,31.0,5.06,7.7,9.56,9.4,NaN,NaN,-17.1,-9.3,52.5,53.4,53.8,54.6,due to Corona virus quarantine measurement site moved to Vickis driveway
4/27/2020,17:03,16:55,overcast,11.0,28.61,8.53,8.76,9.13,10.58,-2,-4.4,3.6,4.4,36.4,37.9,36.9,36.8,due to Corona virus quarantine measurement site moved to Vickis driveway
4/28/2020,14:20,14:10,overcast,9.0,31.0,9.13,8.02,8.85,8.4,NaN,-27.4,-3.9,-2.9,51.4,52.8,55.5,55.4,due to Corona virus quarantine measurement site moved to Vickis driveway
4/29/2020,10:32,10:35,clear sky,27.0,19.72,9.31,8.74,12.02,10.97,NaN,NaN,-18.8,-18.4,28,30.3,32.7,29.9,due to Corona virus quarantine measurement site moved to Vickis driveway
4/30/2020,11:05,11:15,overcast,18.0,25.61,9.57,11.48,14.23,12.13,NaN,-31.8,-10.7,-6.2,36.7,37.1,38,37.4,due to Corona virus quarantine measurement site moved to Vickis driveway
5/1/2020,11:06,11:15,clear sky,14.0,28.22,11.89,7.9,11.34,13.3,NaN,NaN,-14.9,-14,39.7,41.2,42.7,42.2,due to Corona virus quarantine measurement site moved to Vickis driveway
5/2/2020,16:51,16:55,overcast,9.0,31.61,5.03,7.05,12.64,10.85,-14.2,-13.1,-10.2,-8.3,49.2,50.5,51,49.5,due to Corona virus quarantine measurement site moved to Vickis driveway
5/3/2020,10:25,10:35,clear sky,15.0,24.28,6.71,10.18,11.95,10.95,NaN,NaN ,-17.6,-17.4,31.9,33,35,34.9,due to Corona virus quarantine measurement site moved to Vickis driveway
5/4/2020,11:15,11:15,clear sky,10.0,27.78,6.69,6.64,7.16,5.52,NaN,NaN ,-18.9,-17.8,41,42.7,44.4,45,due to Corona virus quarantine measurement site moved to Vickis driveway
5/5/2020,11:20,11:15,clear sky,25.0,21.22,11.28,9.3,7.35,8.98,NaN,NaN ,-18.2,-18,36.3,36.6,38.4,39.5,due to Corona virus quarantine measurement site moved to Vickis driveway
5/6/2020,16:26,16:35,clear sky,10.0,32.28,7.33,8.62,13.1,10.25,NaN,NaN ,-10.1,-10.2,52.3,NaN,55.1,54.9,batteries dead on Flir due to Corona
5/7/2020,11:19,11:15,clear sky,7.0,30.11,5.96,7.47,9.09,6.83,NaN,NaN ,-17.4,-18.1,41.5,44.9,47.7,44.8,due to Corona virus quarantine measurement site moved to Vickis driveway
5/8/2020,16:15,16:15,overcast,12.0,24.11,5.61,7.65,6.93,10.97,NaN,-37.3,-13.4,-12,42.2,42.7,43.4,43.3,due to Corona virus quarantine measurement site moved to Vickis driveway
5/9/2020,16:30,16:35,overcast,9.0,28.39,5.9,6.95,14.73,10.81,-16.7,-22.5,-15.2,-15.4,45.8,44.8,46.5,46.7,due to Corona virus quarantine measurement site moved to Vickis driveway
5/10/2020,16:21,16:15,overcast,17.0,26.0,10.25,10.13,18.35,18.66,-10.5,-13.8,0.2,0.4,37.6,38.6,38.8,38.7,due to Corona virus quarantine measurement site moved to Vickis driveway
5/11/2020,11:11,11:15,overcast,28.0,23.11,17.08,16.55,19.17,NaN,NaN,-34.8,-8.7,-6.4,32.3,32.6,34.1,35.4,due to Corona virus quarantine measurement site moved to Vickis driveway
5/12/2020,15:38,15:35,clear sky,12.0,29.5,10.31,12.96,10.03,11.81,NaN,NaN,-13.6,-12.1,50.7,51.3,53.2,53,due to Corona virus quarantine measurement site moved to Vickis driveway
5/13/2020,11:38,11:35,overcast,16.0,25.89,7.01,6.55,12.73,9.73,-9.8,-2.3,-8,-6.6,33.9,34.7,34.7,35.3,due to Corona virus quarantine measurement site moved to Vickis driveway
5/14/2020,11:53,11:55,overcast,14.0,23.5,6.57,5.84,8.8,8.7,NaN,-30.9,-8.8,-7.7,33.1,34.6,35.6,35.8,due to Corona virus quarantine measurement site moved to Vickis driveway
5/15/2020,16:18,16:15,clear sky,9.0,29.61,9.4,8.8,11.18,7.83,NaN,NaN,-5.9,-5.3,51.8,52.8,53.9,54.3,due to Corona virus quarantine measurement site moved to Vickis driveway
5/16/2020,19:59,19:55,clear sky,13.0,25.89,7.86,9.03,10.43,10.99,NaN,NaN,-16.2,-15.5,33.5,34.7,34.4,34.5,due to Corona virus quarantine measurement site moved to Vickis driveway
5/17/2020,16:22,16:15,overcast,11.0,32.89,15.23,14.32,11.91,10.13,NaN,-34.7,-6.1,-7.7,49.8,51.1,52.5,52.6,due to Corona virus quarantine measurement site moved to Vickis driveway
5/18/2020,10:40,10:35,clear sky,14.0,27.39,9.48,11.02,10.21,10.75,NaN,NaN,-15.3,-12.3,37.3,37.8,38.7,40.8,due to Corona virus quarantine measurement site moved to Vickis driveway
5/19/2020,10:49,10:55,overcast,14.0,26.22,10.6,13.3,16.74,16.61,4.2,1.6,11,12.2,30.7,31.3,31.7,32.5,due to Corona virus quarantine measurement site moved to Vickis driveway
5/20/2020,10:35,10:35,clear sky,10.0,25.28,5.52,5.48,10.41,9.56,NaN,NaN,-23.7,-22.1,32.7,34.3,35.6,35.1,due to Corona virus quarantine measurement site moved to Vickis driveway
5/21/2020,16:25,16:35,clear sky,5.0,28.72,2.88,4.37,5.78,5.45,NaN,NaN,-22.2,-22.6,50.8,51.2,52.4,52.8,due to Corona virus quarantine measurement site moved to Vickis driveway
5/22/2020,16:40,16:35,clear sky,6.0,29.89,2.78,5.15,5.91,7.09,NaN,NaN,-15.5,-14.6,48,47.9,50.2,50.4,due to Corona virus quarantine measurement site moved to Vickis driveway
5/23/2020,17:39,17:35,overcast,8.0,30.5,7.27,9.42,7.28,7.41,NaN,NaN,-15.8,-13.6,46.1,47.2,48,47.4,due to Corona virus quarantine measurement site moved to Vickis driveway
5/24/2020,16:55,16:55,clear sky,9.0,28.39,7.62,6.29,10.84,9.98,NaN,NaN,-16.7,-13.7,49,48.8,50.7,51.2,due to Corona virus quarantine measurement site moved to Vickis driveway
5/25/2020,11:01,10:55,clear sky,26.0,20.72,12.46,9.52,9.96,8.76,NaN,NaN,-15.6,-12.1,48.9,49.8,51,50.5,due to Corona virus quarantine measurement site moved to Vickis driveway
